Review ID,Employee ID,Review Date,Performance Score,Reviewer ID,Comments
R101762,E1382,2023-06-18,2,E1040,Outstanding leadership and initiative.
R101763,E1670,2022-03-01,5,E1003,Met most objectives with room for improvement.
R101764,E1921,2024-05-15,4,E1032,Outstanding leadership and initiative.
R101765,E1698,2022-12-10,1,E1056,Exceeded expectations in all areas.
R101766,E1166,2023-02-08,3,E1003,Consistently delivers high-quality work.
R101767,E1118,2022-07-26,5,E1067,Needs to improve punctuality.
R101768,E2358,2023-08-27,3,E1044,Outstanding leadership and initiative.
R101769,E1453,2024-05-07,1,E1033,Needs to improve punctuality.
R101770,E1065,2024-10-31,1,E1002,Outstanding leadership and initiative.
R101771,E1479,2024-05-04,4,E1003,Met most objectives with room for improvement.
R101772,E2316,2022-09-01,1,E1088,Outstanding leadership and initiative.
R101773,E1778,2023-06-02,3,E1070,Demonstrated excellent problem-solving skills.
R101774,E2067,2022-01-07,1,E1066,Met most objectives with room for improvement.
R101775,E1925,2024-07-26,2,E1040,Met most objectives with room for improvement.
R101776,E2415,2023-02-04,3,E1100,Met most objectives with room for improvement.
R101777,E2228,2022-07-17,5,E1100,Needs to improve punctuality.
R101778,E1043,2022-07-28,4,E1000,Needs to improve punctuality.
R101779,E1579,2024-01-15,2,E1005,Lacks attention to detail in some tasks.
R101780,E2378,2022-04-18,4,E1095,Lacks attention to detail in some tasks.
R101781,E2063,2022-04-26,5,E1000,Demonstrated excellent problem-solving skills.
R101782,E1343,2023-09-14,3,E1092,Exceeded expectations in all areas.
R101783,E2356,2024-06-12,1,E1034,Met most objectives with room for improvement.
R101784,E2199,2022-07-04,5,E1022,Consistently delivers high-quality work.
R101785,E1283,2022-12-18,3,E1041,Exceeded expectations in all areas.
R101786,E1674,2024-03-19,5,E1024,Needs to improve punctuality.
R101787,E1104,2022-02-19,3,E1089,Lacks attention to detail in some tasks.
R101788,E2055,2022-06-27,1,E1050,Consistently delivers high-quality work.
R101789,E2116,2024-05-24,4,E1088,Demonstrated excellent problem-solving skills.
R101790,E1711,2022-04-04,3,E1094,Lacks attention to detail in some tasks.
R101791,E1164,2023-05-02,2,E1004,Needs to improve punctuality.
R101792,E2068,2022-05-15,2,E1048,Lacks attention to detail in some tasks.
R101793,E1469,2022-10-29,5,E1086,Outstanding leadership and initiative.
R101794,E2461,2023-10-30,2,E1059,Consistently delivers high-quality work.
R101795,E1522,2022-05-11,4,E1047,Met most objectives with room for improvement.
R101796,E2239,2023-06-07,5,E1073,Exceeded expectations in all areas.
R101797,E1131,2024-10-14,1,E1046,Strong team player and collaborator.
R101798,E1969,2023-10-18,5,E1080,Strong team player and collaborator.
R101799,E1067,2022-10-05,3,E1083,Outstanding leadership and initiative.
R101800,E2391,2023-01-25,4,E1062,Met most objectives with room for improvement.
R101801,E1281,2023-05-18,5,E1091,Exceeded expectations in all areas.
R101802,E2152,2023-05-23,5,E1006,Met most objectives with room for improvement.
R101803,E2035,2023-02-26,2,E1054,Strong team player and collaborator.
R101804,E2314,2023-06-25,3,E1041,Needs to improve punctuality.
R101805,E2457,2022-10-27,3,E1058,Met most objectives with room for improvement.
R101806,E1153,2024-07-03,1,E1008,Met most objectives with room for improvement.
R101807,E2260,2024-11-09,5,E1072,Demonstrated excellent problem-solving skills.
R101808,E1341,2022-06-30,2,E1048,Consistently delivers high-quality work.
R101809,E2003,2023-04-24,2,E1006,Exceeded expectations in all areas.
R101810,E2100,2022-10-30,3,E1028,Needs to improve punctuality.
R101811,E1050,2024-10-15,4,E1043,Outstanding leadership and initiative.
R101812,E1263,2023-09-18,2,E1044,Needs to improve punctuality.
R101813,E2033,2023-12-17,4,E1044,Strong team player and collaborator.
R101814,E1510,2022-11-02,4,E1098,Strong team player and collaborator.
R101815,E1259,2022-03-07,5,E1082,Lacks attention to detail in some tasks.
R101816,E1113,2022-01-22,3,E1023,Needs to improve punctuality.
R101817,E1490,2023-03-31,4,E1004,Strong team player and collaborator.
R101818,E2007,2023-07-04,5,E1056,Exceeded expectations in all areas.
R101819,E1169,2024-08-18,1,E1078,Outstanding leadership and initiative.
R101820,E2283,2023-12-18,2,E1073,Lacks attention to detail in some tasks.
R101821,E1933,2023-01-17,4,E1062,Exceeded expectations in all areas.
R101822,E1293,2023-09-07,1,E1035,Consistently delivers high-quality work.
R101823,E1051,2024-02-10,2,E1005,Strong team player and collaborator.
R101824,E2248,2023-11-15,1,E1043,Lacks attention to detail in some tasks.
R101825,E2463,2023-01-03,3,E1001,Needs to improve punctuality.
R101826,E1972,2024-02-20,2,E1050,Strong team player and collaborator.
R101827,E2264,2023-09-06,2,E1043,Strong team player and collaborator.
R101828,E1704,2022-03-18,1,E1027,Exceeded expectations in all areas.
R101829,E1670,2023-04-17,2,E1034,Consistently delivers high-quality work.
R101830,E1861,2022-09-24,5,E1038,Consistently delivers high-quality work.
R101831,E1041,2024-03-10,4,E1051,Exceeded expectations in all areas.
R101832,E1174,2023-05-18,2,E1020,Exceeded expectations in all areas.
R101833,E2097,2022-12-08,1,E1091,Met most objectives with room for improvement.
R101834,E2440,2023-03-31,2,E1069,Exceeded expectations in all areas.
R101835,E1557,2023-04-30,4,E1018,Strong team player and collaborator.
R101836,E1572,2022-11-04,4,E1061,Met most objectives with room for improvement.
R101837,E1346,2023-04-17,2,E1078,Strong team player and collaborator.
R101838,E1444,2024-04-07,1,E1080,Needs to improve punctuality.
R101839,E1979,2022-01-12,1,E1044,Needs to improve punctuality.
R101840,E1504,2022-09-23,3,E1079,Met most objectives with room for improvement.
R101841,E1857,2022-07-19,1,E1058,Outstanding leadership and initiative.
R101842,E2274,2024-03-11,1,E1020,Demonstrated excellent problem-solving skills.
R101843,E1646,2022-12-04,2,E1029,Needs to improve punctuality.
R101844,E2309,2024-05-13,5,E1013,Outstanding leadership and initiative.
R101845,E1121,2022-06-26,2,E1057,Outstanding leadership and initiative.
R101846,E2026,2023-10-09,4,E1070,Met most objectives with room for improvement.
R101847,E1453,2024-06-28,3,E1036,Met most objectives with room for improvement.
R101848,E1537,2022-08-21,4,E1003,Demonstrated excellent problem-solving skills.
R101849,E1568,2022-10-26,5,E1052,Consistently delivers high-quality work.
R101850,E1106,2022-01-08,1,E1009,Met most objectives with room for improvement.
R101851,E1564,2024-02-08,2,E1057,Met most objectives with room for improvement.
R101852,E1438,2022-03-17,5,E1059,Outstanding leadership and initiative.
R101853,E1512,2023-08-06,3,E1087,Strong team player and collaborator.
R101854,E1740,2024-04-09,1,E1096,Exceeded expectations in all areas.
R101855,E2410,2024-09-04,1,E1069,Needs to improve punctuality.
R101856,E2235,2022-05-24,2,E1076,Strong team player and collaborator.
R101857,E1329,2023-11-04,3,E1031,Lacks attention to detail in some tasks.
R101858,E2208,2023-05-16,1,E1048,Exceeded expectations in all areas.
R101859,E1406,2023-12-19,4,E1077,Consistently delivers high-quality work.
R101860,E1480,2022-01-14,2,E1037,Needs to improve punctuality.
R101861,E2490,2022-09-07,3,E1093,Exceeded expectations in all areas.
R101862,E2098,2022-02-20,3,E1069,Met most objectives with room for improvement.
R101863,E1627,2024-09-01,5,E1097,Met most objectives with room for improvement.
R101864,E1563,2024-10-28,4,E1029,Met most objectives with room for improvement.
R101865,E2451,2023-02-11,3,E1072,Demonstrated excellent problem-solving skills.
R101866,E1925,2023-05-02,2,E1035,Met most objectives with room for improvement.
R101867,E1617,2022-10-06,4,E1083,Lacks attention to detail in some tasks.
R101868,E1699,2022-12-15,3,E1017,Lacks attention to detail in some tasks.
R101869,E1657,2024-02-08,5,E1037,Lacks attention to detail in some tasks.
R101870,E1699,2022-04-26,3,E1056,Consistently delivers high-quality work.
R101871,E2057,2024-01-21,2,E1066,Strong team player and collaborator.
R101872,E2165,2023-11-05,2,E1068,Met most objectives with room for improvement.
R101873,E2010,2024-04-25,4,E1036,Met most objectives with room for improvement.
R101874,E2166,2022-04-26,2,E1023,Consistently delivers high-quality work.
R101875,E1959,2022-11-11,3,E1089,Consistently delivers high-quality work.
R101876,E1857,2023-06-13,2,E1036,Consistently delivers high-quality work.
R101877,E2312,2023-08-27,3,E1088,Strong team player and collaborator.
R101878,E1901,2022-11-21,5,E1015,Consistently delivers high-quality work.
R101879,E1774,2023-01-21,4,E1021,Lacks attention to detail in some tasks.
R101880,E2260,2022-10-09,4,E1009,Strong team player and collaborator.
R101881,E1973,2022-07-29,3,E1029,Strong team player and collaborator.
R101882,E1045,2024-07-03,4,E1031,Demonstrated excellent problem-solving skills.
R101883,E2228,2024-06-09,2,E1030,Met most objectives with room for improvement.
R101884,E1789,2022-05-01,5,E1037,Needs to improve punctuality.
R101885,E1685,2024-11-02,1,E1017,Consistently delivers high-quality work.
R101886,E2211,2024-02-01,5,E1093,Consistently delivers high-quality work.
R101887,E1739,2022-10-07,5,E1076,Demonstrated excellent problem-solving skills.
R101888,E2457,2022-10-06,3,E1047,Lacks attention to detail in some tasks.
R101889,E2317,2022-08-27,1,E1018,Needs to improve punctuality.
R101890,E1336,2024-09-21,5,E1091,Met most objectives with room for improvement.
R101891,E1744,2022-01-23,3,E1040,Demonstrated excellent problem-solving skills.
R101892,E1372,2023-01-13,5,E1005,Lacks attention to detail in some tasks.
R101893,E1704,2023-09-29,5,E1085,Outstanding leadership and initiative.
R101894,E2039,2023-08-14,1,E1027,Met most objectives with room for improvement.
R101895,E1570,2024-01-20,1,E1068,Consistently delivers high-quality work.
R101896,E1536,2024-11-03,2,E1035,Exceeded expectations in all areas.
R101897,E2477,2023-10-07,5,E1080,Exceeded expectations in all areas.
R101898,E1846,2024-09-25,1,E1009,Demonstrated excellent problem-solving skills.
R101899,E1094,2023-04-18,3,E1013,Demonstrated excellent problem-solving skills.
R101900,E2092,2024-03-26,5,E1013,Outstanding leadership and initiative.
R101901,E2111,2022-09-18,3,E1012,Lacks attention to detail in some tasks.
R101902,E2079,2023-09-27,5,E1035,Exceeded expectations in all areas.
R101903,E2309,2024-10-11,3,E1058,Met most objectives with room for improvement.
R101904,E1608,2024-03-02,1,E1076,Exceeded expectations in all areas.
R101905,E1577,2024-05-25,4,E1066,Demonstrated excellent problem-solving skills.
R101906,E1371,2024-02-05,4,E1008,Met most objectives with room for improvement.
R101907,E1174,2022-12-06,1,E1094,Consistently delivers high-quality work.
R101908,E2242,2023-05-23,2,E1074,Met most objectives with room for improvement.
R101909,E1438,2023-10-24,5,E1040,Met most objectives with room for improvement.
R101910,E1517,2024-05-28,4,E1077,Outstanding leadership and initiative.
R101911,E1786,2024-06-05,5,E1035,Needs to improve punctuality.
R101912,E1186,2023-05-15,5,E1007,Needs to improve punctuality.
R101913,E1582,2022-05-31,5,E1001,Needs to improve punctuality.
R101914,E2147,2022-04-10,5,E1027,Exceeded expectations in all areas.
R101915,E1671,2024-03-11,5,E1093,Demonstrated excellent problem-solving skills.
R101916,E2116,2023-09-13,1,E1027,Strong team player and collaborator.
R101917,E2222,2023-06-27,3,E1066,Needs to improve punctuality.
R101918,E1307,2024-11-08,4,E1072,Exceeded expectations in all areas.
R101919,E1480,2023-05-12,5,E1099,Lacks attention to detail in some tasks.
R101920,E2291,2024-06-29,5,E1076,Lacks attention to detail in some tasks.
R101921,E1291,2022-03-21,4,E1067,Demonstrated excellent problem-solving skills.
R101922,E1840,2024-05-26,1,E1095,Demonstrated excellent problem-solving skills.
R101923,E1942,2022-04-11,5,E1045,Exceeded expectations in all areas.
R101924,E2231,2022-06-28,3,E1069,Met most objectives with room for improvement.
R101925,E2146,2022-12-04,5,E1075,Needs to improve punctuality.
R101926,E1360,2023-03-06,3,E1062,Needs to improve punctuality.
R101927,E2204,2024-01-06,3,E1026,Demonstrated excellent problem-solving skills.
R101928,E1308,2022-05-01,5,E1074,Met most objectives with room for improvement.
R101929,E1865,2024-01-29,2,E1001,Needs to improve punctuality.
R101930,E1022,2024-10-27,3,E1087,Outstanding leadership and initiative.
R101931,E1500,2022-11-10,2,E1063,Consistently delivers high-quality work.
R101932,E1198,2023-12-15,4,E1033,Exceeded expectations in all areas.
R101933,E2082,2023-10-22,1,E1095,Strong team player and collaborator.
R101934,E2255,2022-08-26,3,E1082,Lacks attention to detail in some tasks.
R101935,E1659,2022-12-10,1,E1099,Exceeded expectations in all areas.
R101936,E1866,2024-05-28,5,E1008,Consistently delivers high-quality work.
R101937,E1603,2022-03-30,3,E1048,Met most objectives with room for improvement.
R101938,E2465,2024-07-23,5,E1087,Demonstrated excellent problem-solving skills.
R101939,E1202,2023-12-13,2,E1005,Lacks attention to detail in some tasks.
R101940,E2267,2024-07-08,1,E1037,Met most objectives with room for improvement.
R101941,E1243,2024-02-14,1,E1075,Exceeded expectations in all areas.
R101942,E2103,2022-10-24,1,E1029,Lacks attention to detail in some tasks.
R101943,E2289,2022-06-27,5,E1049,Lacks attention to detail in some tasks.
R101944,E1442,2024-08-19,4,E1098,Demonstrated excellent problem-solving skills.
R101945,E2474,2022-09-02,4,E1069,Needs to improve punctuality.
R101946,E1592,2023-08-29,4,E1016,Needs to improve punctuality.
R101947,E2125,2024-10-14,4,E1020,Outstanding leadership and initiative.
R101948,E2429,2024-01-23,4,E1024,Exceeded expectations in all areas.
R101949,E1186,2022-01-21,1,E1093,Lacks attention to detail in some tasks.
R101950,E1885,2023-01-27,5,E1031,Demonstrated excellent problem-solving skills.
R101951,E1116,2024-09-23,3,E1014,Met most objectives with room for improvement.
R101952,E1730,2024-03-21,5,E1056,Exceeded expectations in all areas.
R101953,E1170,2024-08-23,2,E1032,Consistently delivers high-quality work.
R101954,E1058,2023-07-27,5,E1099,Demonstrated excellent problem-solving skills.
R101955,E2153,2022-07-20,3,E1041,Met most objectives with room for improvement.
R101956,E1787,2023-07-07,5,E1032,Demonstrated excellent problem-solving skills.
R101957,E2488,2022-10-11,3,E1026,Outstanding leadership and initiative.
R101958,E1125,2022-09-21,5,E1066,Consistently delivers high-quality work.
R101959,E1639,2024-04-18,4,E1021,Needs to improve punctuality.
R101960,E2219,2023-12-07,2,E1095,Consistently delivers high-quality work.
R101961,E1062,2022-07-08,3,E1012,Demonstrated excellent problem-solving skills.
R101962,E1841,2023-10-08,1,E1058,Met most objectives with room for improvement.
R101963,E1181,2023-12-10,5,E1095,Needs to improve punctuality.
R101964,E1171,2022-01-18,1,E1057,Outstanding leadership and initiative.
R101965,E1798,2023-11-12,3,E1057,Consistently delivers high-quality work.
R101966,E1061,2024-04-19,3,E1078,Lacks attention to detail in some tasks.
R101967,E2133,2024-08-08,5,E1089,Met most objectives with room for improvement.
R101968,E2470,2023-11-03,3,E1014,Exceeded expectations in all areas.
R101969,E1496,2024-08-26,5,E1032,Demonstrated excellent problem-solving skills.
R101970,E2258,2022-07-26,1,E1068,Exceeded expectations in all areas.
R101971,E1230,2024-01-29,2,E1070,Lacks attention to detail in some tasks.
R101972,E1950,2022-02-10,3,E1080,Strong team player and collaborator.
R101973,E1911,2022-03-12,4,E1070,Demonstrated excellent problem-solving skills.
R101974,E1761,2023-02-09,2,E1030,Exceeded expectations in all areas.
R101975,E1585,2022-05-21,4,E1018,Demonstrated excellent problem-solving skills.
R101976,E2423,2022-05-12,2,E1080,Needs to improve punctuality.
R101977,E1165,2022-03-16,2,E1061,Lacks attention to detail in some tasks.
R101978,E1421,2023-11-18,3,E1025,Lacks attention to detail in some tasks.
R101979,E1670,2023-04-22,1,E1082,Strong team player and collaborator.
R101980,E2108,2024-04-30,5,E1032,Demonstrated excellent problem-solving skills.
R101981,E1081,2024-01-23,3,E1095,Lacks attention to detail in some tasks.
R101982,E2195,2024-10-11,5,E1065,Consistently delivers high-quality work.
R101983,E1683,2022-04-22,1,E1080,Exceeded expectations in all areas.
R101984,E1639,2023-10-10,4,E1023,Lacks attention to detail in some tasks.
R101985,E1404,2023-05-15,2,E1016,Outstanding leadership and initiative.
R101986,E2320,2022-02-11,3,E1041,Strong team player and collaborator.
R101987,E2266,2023-12-31,4,E1040,Exceeded expectations in all areas.
R101988,E2467,2023-02-05,5,E1095,Demonstrated excellent problem-solving skills.
R101989,E1418,2024-09-29,2,E1051,Met most objectives with room for improvement.
R101990,E1474,2022-08-11,4,E1002,Lacks attention to detail in some tasks.
R101991,E2465,2024-07-30,1,E1025,Strong team player and collaborator.
R101992,E2387,2024-11-11,1,E1042,Outstanding leadership and initiative.
R101993,E1965,2023-10-11,3,E1029,Exceeded expectations in all areas.
R101994,E1680,2022-08-10,2,E1099,Strong team player and collaborator.
R101995,E2283,2023-02-05,5,E1016,Met most objectives with room for improvement.
R101996,E1282,2023-07-03,3,E1044,Exceeded expectations in all areas.
R101997,E2339,2024-03-05,1,E1088,Needs to improve punctuality.
R101998,E1654,2022-06-30,4,E1094,Lacks attention to detail in some tasks.
R101999,E2431,2024-04-02,5,E1058,Outstanding leadership and initiative.
R102000,E1327,2023-12-10,4,E1019,Exceeded expectations in all areas.
R102001,E1528,2024-08-04,5,E1025,Consistently delivers high-quality work.
R102002,E1529,2024-06-12,2,E1074,Lacks attention to detail in some tasks.
R102003,E1405,2024-05-19,1,E1030,Needs to improve punctuality.
R102004,E1909,2024-09-30,5,E1029,Consistently delivers high-quality work.
R102005,E2206,2023-02-28,2,E1049,Consistently delivers high-quality work.
R102006,E1511,2023-06-07,5,E1098,Outstanding leadership and initiative.
R102007,E1062,2024-03-08,5,E1000,Needs to improve punctuality.
R102008,E1172,2024-04-08,1,E1085,Outstanding leadership and initiative.
R102009,E1089,2023-02-06,5,E1009,Outstanding leadership and initiative.
R102010,E2151,2024-01-24,2,E1096,Lacks attention to detail in some tasks.
R102011,E1260,2023-01-12,5,E1059,Strong team player and collaborator.
R102012,E1603,2022-05-10,3,E1006,Met most objectives with room for improvement.
R102013,E1472,2024-08-31,5,E1062,Strong team player and collaborator.
R102014,E1944,2022-06-25,4,E1036,Demonstrated excellent problem-solving skills.
R102015,E1950,2024-02-05,4,E1073,Needs to improve punctuality.
R102016,E1822,2022-11-21,4,E1007,Needs to improve punctuality.
R102017,E1494,2022-05-16,4,E1044,Lacks attention to detail in some tasks.
R102018,E1773,2024-10-03,3,E1051,Needs to improve punctuality.
R102019,E2286,2023-08-22,1,E1074,Exceeded expectations in all areas.
R102020,E1180,2022-04-01,1,E1003,Met most objectives with room for improvement.
R102021,E2250,2022-10-29,4,E1071,Outstanding leadership and initiative.
R102022,E1176,2023-04-06,3,E1056,Outstanding leadership and initiative.
R102023,E1057,2022-01-13,5,E1011,Met most objectives with room for improvement.
R102024,E1820,2023-12-20,3,E1097,Strong team player and collaborator.
R102025,E1042,2024-09-19,2,E1088,Needs to improve punctuality.
R102026,E1600,2022-11-22,4,E1028,Strong team player and collaborator.
R102027,E1152,2023-09-23,5,E1016,Demonstrated excellent problem-solving skills.
R102028,E2355,2023-10-26,4,E1040,Outstanding leadership and initiative.
R102029,E1738,2024-04-09,3,E1093,Demonstrated excellent problem-solving skills.
R102030,E1485,2024-05-18,4,E1083,Needs to improve punctuality.
R102031,E1831,2024-05-02,3,E1049,Exceeded expectations in all areas.
R102032,E1485,2024-01-28,2,E1009,Strong team player and collaborator.
R102033,E1418,2024-06-28,3,E1062,Needs to improve punctuality.
R102034,E1142,2024-05-29,2,E1048,Exceeded expectations in all areas.
R102035,E2002,2022-06-03,5,E1012,Exceeded expectations in all areas.
R102036,E1915,2023-10-26,2,E1010,Demonstrated excellent problem-solving skills.
R102037,E2054,2022-05-27,3,E1028,Strong team player and collaborator.
R102038,E1324,2023-01-23,1,E1094,Demonstrated excellent problem-solving skills.
R102039,E1431,2023-11-16,3,E1009,Demonstrated excellent problem-solving skills.
R102040,E1086,2023-03-15,3,E1013,Strong team player and collaborator.
R102041,E1595,2023-04-30,2,E1027,Strong team player and collaborator.
R102042,E1770,2024-11-15,1,E1050,Consistently delivers high-quality work.
R102043,E2280,2023-11-23,2,E1018,Outstanding leadership and initiative.
R102044,E2201,2023-03-22,2,E1069,Met most objectives with room for improvement.
R102045,E1141,2024-08-20,3,E1017,Exceeded expectations in all areas.
R102046,E1305,2023-06-07,3,E1092,Met most objectives with room for improvement.
R102047,E2168,2024-07-20,1,E1009,Demonstrated excellent problem-solving skills.
R102048,E1391,2024-03-18,1,E1012,Outstanding leadership and initiative.
R102049,E1905,2022-11-27,2,E1072,Needs to improve punctuality.
R102050,E2284,2022-01-05,2,E1036,Strong team player and collaborator.
R102051,E2188,2023-05-07,5,E1033,Consistently delivers high-quality work.
R102052,E1513,2023-02-24,5,E1007,Strong team player and collaborator.
R102053,E1353,2023-01-03,4,E1097,Exceeded expectations in all areas.
R102054,E1115,2024-04-22,4,E1014,Needs to improve punctuality.
R102055,E1076,2024-02-02,5,E1005,Met most objectives with room for improvement.
R102056,E2282,2023-02-19,1,E1037,Outstanding leadership and initiative.
R102057,E2215,2023-01-09,1,E1094,Consistently delivers high-quality work.
R102058,E2255,2024-02-19,2,E1020,Demonstrated excellent problem-solving skills.
R102059,E2068,2022-04-15,2,E1054,Strong team player and collaborator.
R102060,E1116,2023-05-20,4,E1031,Consistently delivers high-quality work.
R102061,E1454,2023-11-18,4,E1007,Met most objectives with room for improvement.
R102062,E1437,2024-01-23,5,E1042,Met most objectives with room for improvement.
R102063,E1716,2023-03-29,5,E1021,Met most objectives with room for improvement.
R102064,E1298,2024-03-22,5,E1076,Demonstrated excellent problem-solving skills.
R102065,E2076,2023-07-09,5,E1081,Consistently delivers high-quality work.
R102066,E1585,2022-02-27,5,E1012,Met most objectives with room for improvement.
R102067,E2494,2023-01-31,5,E1008,Consistently delivers high-quality work.
R102068,E1804,2022-02-28,4,E1035,Consistently delivers high-quality work.
R102069,E1658,2023-09-01,2,E1092,Strong team player and collaborator.
R102070,E2217,2023-06-10,1,E1084,Outstanding leadership and initiative.
R102071,E1536,2022-11-18,4,E1090,Consistently delivers high-quality work.
R102072,E1662,2022-10-02,5,E1024,Exceeded expectations in all areas.
R102073,E1692,2024-09-01,3,E1098,Outstanding leadership and initiative.
R102074,E1975,2024-01-17,3,E1031,Consistently delivers high-quality work.
R102075,E1124,2023-03-12,2,E1095,Outstanding leadership and initiative.
R102076,E1604,2024-06-10,4,E1076,Demonstrated excellent problem-solving skills.
R102077,E2291,2023-01-25,5,E1054,Demonstrated excellent problem-solving skills.
R102078,E1729,2022-08-23,1,E1067,Strong team player and collaborator.
R102079,E1973,2023-02-15,2,E1074,Needs to improve punctuality.
R102080,E1507,2022-02-04,1,E1052,Outstanding leadership and initiative.
R102081,E1104,2024-09-29,2,E1043,Met most objectives with room for improvement.
R102082,E1697,2022-02-20,3,E1098,Met most objectives with room for improvement.
R102083,E2390,2022-05-20,1,E1019,Met most objectives with room for improvement.
R102084,E1469,2023-03-12,2,E1056,Consistently delivers high-quality work.
R102085,E2329,2023-01-17,4,E1033,Needs to improve punctuality.
R102086,E1545,2024-10-10,4,E1083,Lacks attention to detail in some tasks.
R102087,E2455,2022-06-26,4,E1025,Consistently delivers high-quality work.
R102088,E1479,2023-05-12,4,E1049,Needs to improve punctuality.
R102089,E1350,2022-04-27,1,E1043,Outstanding leadership and initiative.
R102090,E2039,2023-03-08,5,E1066,Outstanding leadership and initiative.
R102091,E1815,2022-07-11,2,E1073,Consistently delivers high-quality work.
R102092,E1558,2024-03-20,2,E1089,Met most objectives with room for improvement.
R102093,E1503,2024-02-29,2,E1092,Exceeded expectations in all areas.
R102094,E1483,2024-05-25,3,E1068,Consistently delivers high-quality work.
R102095,E1428,2023-04-10,3,E1034,Consistently delivers high-quality work.
R102096,E2144,2024-04-02,3,E1006,Consistently delivers high-quality work.
R102097,E1721,2022-12-01,3,E1033,Strong team player and collaborator.
R102098,E2032,2023-06-06,1,E1083,Consistently delivers high-quality work.
R102099,E1835,2022-05-25,4,E1053,Demonstrated excellent problem-solving skills.
R102100,E1502,2022-09-02,5,E1086,Lacks attention to detail in some tasks.
R102101,E2096,2024-10-04,1,E1034,Outstanding leadership and initiative.
R102102,E1429,2024-05-23,1,E1024,Met most objectives with room for improvement.
R102103,E2167,2022-10-29,4,E1051,Needs to improve punctuality.
R102104,E1117,2022-01-21,4,E1081,Exceeded expectations in all areas.
R102105,E2075,2023-05-05,1,E1003,Outstanding leadership and initiative.
R102106,E1950,2023-01-25,5,E1100,Consistently delivers high-quality work.
R102107,E1439,2023-01-18,3,E1022,Outstanding leadership and initiative.
R102108,E1157,2024-07-21,1,E1089,Needs to improve punctuality.
R102109,E1164,2023-07-27,3,E1062,Consistently delivers high-quality work.
R102110,E2346,2023-03-27,4,E1027,Demonstrated excellent problem-solving skills.
R102111,E1303,2023-12-25,3,E1032,Lacks attention to detail in some tasks.
R102112,E1744,2024-05-09,3,E1047,Exceeded expectations in all areas.
R102113,E2418,2023-01-19,3,E1054,Exceeded expectations in all areas.
R102114,E1190,2024-08-15,2,E1017,Needs to improve punctuality.
R102115,E1082,2022-07-07,5,E1099,Exceeded expectations in all areas.
R102116,E2451,2023-11-06,3,E1020,Needs to improve punctuality.
R102117,E2497,2022-03-30,4,E1052,Consistently delivers high-quality work.
R102118,E2051,2024-10-27,3,E1073,Strong team player and collaborator.
R102119,E1311,2024-02-08,2,E1052,Exceeded expectations in all areas.
R102120,E2388,2022-06-16,4,E1044,Met most objectives with room for improvement.
R102121,E1049,2022-01-15,3,E1019,Met most objectives with room for improvement.
R102122,E1074,2023-05-13,3,E1062,Lacks attention to detail in some tasks.
R102123,E1953,2022-11-28,4,E1082,Met most objectives with room for improvement.
R102124,E2139,2023-07-02,2,E1029,Needs to improve punctuality.
R102125,E2410,2024-02-07,5,E1034,Met most objectives with room for improvement.
R102126,E2293,2023-08-13,2,E1085,Consistently delivers high-quality work.
R102127,E1603,2022-12-17,3,E1032,Consistently delivers high-quality work.
R102128,E1509,2023-06-28,4,E1063,Outstanding leadership and initiative.
R102129,E1207,2024-02-06,2,E1056,Needs to improve punctuality.
R102130,E1849,2023-08-18,5,E1000,Lacks attention to detail in some tasks.
R102131,E1518,2024-11-02,1,E1028,Consistently delivers high-quality work.
R102132,E1909,2022-09-11,1,E1060,Strong team player and collaborator.
R102133,E1355,2023-03-13,1,E1029,Needs to improve punctuality.
R102134,E2238,2022-05-17,1,E1080,Lacks attention to detail in some tasks.
R102135,E1715,2023-06-17,4,E1044,Consistently delivers high-quality work.
R102136,E2493,2023-01-04,4,E1069,Outstanding leadership and initiative.
R102137,E2253,2022-09-15,5,E1010,Exceeded expectations in all areas.
R102138,E1321,2022-05-18,5,E1060,Needs to improve punctuality.
R102139,E1006,2023-11-20,3,E1077,Lacks attention to detail in some tasks.
R102140,E1683,2024-01-01,4,E1064,Lacks attention to detail in some tasks.
R102141,E2091,2023-05-16,3,E1011,Outstanding leadership and initiative.
R102142,E1707,2022-02-08,2,E1064,Consistently delivers high-quality work.
R102143,E1219,2022-10-22,5,E1068,Met most objectives with room for improvement.
R102144,E2093,2023-06-27,3,E1043,Strong team player and collaborator.
R102145,E1382,2024-08-07,4,E1058,Consistently delivers high-quality work.
R102146,E1359,2022-07-21,4,E1007,Strong team player and collaborator.
R102147,E1307,2023-11-18,5,E1084,Lacks attention to detail in some tasks.
R102148,E1940,2024-05-26,4,E1063,Strong team player and collaborator.
R102149,E2159,2024-03-20,1,E1053,Met most objectives with room for improvement.
R102150,E1392,2022-06-19,4,E1062,Exceeded expectations in all areas.
R102151,E1133,2022-04-09,5,E1031,Strong team player and collaborator.
R102152,E2409,2023-08-30,1,E1016,Demonstrated excellent problem-solving skills.
R102153,E1390,2023-11-23,5,E1087,Consistently delivers high-quality work.
R102154,E2391,2024-01-18,2,E1063,Consistently delivers high-quality work.
R102155,E2214,2023-12-29,2,E1073,Met most objectives with room for improvement.
R102156,E1754,2022-08-29,3,E1030,Consistently delivers high-quality work.
R102157,E1351,2024-03-05,2,E1077,Demonstrated excellent problem-solving skills.
R102158,E2383,2024-08-14,2,E1039,Consistently delivers high-quality work.
